"Title","Company","Location","Salary","Summary","Link"
"","","","","Be a part of the future of autonomous robots! In this software engineering role, you'll be on the front lines building software for a fully autonomous robot, guided by a team of expert software engineers and roboticists from Waymo, Google, Carnegie Mellon, Princeton, and top robotics startups. Responsibilities: Perception: design and build algorithms to let the robot see and understand its surroundings, using the latest sensors and advancements from self-driving cars. Motion planning: design and build robust decision making systems to let the robot pick up and wield tools. Infrastructure: design and build tooling to allow human-robot interactions, remote monitoring, and data management. Requirements: Exceptional software engineering capabilities, especially in Python and C++. Robotics experience is a plus, but not required, as you'll work directly with expert roboticists in this role. The desire to work hard, have fun, and grow your career in the field of autonomous robots! About the company: Altitude AI creates autonomous workstations that can pick up and use tools naturally. These workstations automate the company’s first vertical, food manufacturing, without requiring changes to the current manufacturing environment. Altitude AI is founded by a former Waymo engineer and Princeton CS alum, now on his fourth robot platform.","https://www.indeed.com/rc/clk?jk=5ed5e99c37378261&bb=3O82POBeUphUY5u-tecTQk3Q3HIt-vG59hAUgqhwBgY-stxi7CXeWphQTwSn2arGSBsICgxNzYCW4NsOXanQQsOiYrnC-MhVMqUloz9ArvKLnwUo_NQR_ThzMub9qprzTB3rqqWT0euD5PjWLkEQpA%3D%3D&xkcb=SoDS67M3uH6hX_XzUR0HbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3"
"","","","","Software Engineer At Aletheia Digital, we are guided by three core tenets: Make it Work For The Client, Provide Exceptional Customer Service, & Form Authentic Relationships. We are grounded in an “others first” mindset. That means we are driven to deliver results for our team members and clients; we serve others the way they want to be served; and we invest in building connections through relationship each and every day. We are deeply influenced by the entrepreneurial spirit. Our team members are problem solvers by nature, looking for solutions and new ideas rather than having those solutions and ideas given to them. We learn from each other, challenge each other, and celebrate each other when we succeed. As a Software Engineer with Aletheia Digital, you will embody this philosophy by continuing to develop and maintain software applications and partnering with your team members to ensure the work we do meets and exceeds expectations. As a Software Engineer, the key responsibilities you’ll engage in daily are: KEY RESPONSIBILITIES Developing new software applications on both the front and back ends Maintaining, optimizing, and improving current software applications System and Software documentation Other duties as assigned As a Software Engineer, the desired or required experience we are looking for are: EDUCATION / EXPERIENCE Bachelor's degree or equivalent in Computer Science or related fields 3 years of Software Engineer experience preferred Coding Languages: JavaScript, HTML, CSS, and others Platforms: Google Cloud Platform, Amazon Web Services Lightsail / EC2, Duda, Supabase, GitHub Skills: APIs, Webhooks, UX and UI, Software Packages Exceptional people skills with a positive and cheerful disposition Must be extremely resourceful and able to make sound recommendations based on research and experience Must be a self-starter who sets priorities, approaches new tasks with positivity and strives to execute with a high level of self-confidence, accountability, poise, maturity and interpersonal skills Must be able to manage the demands of completing multiple tasks under deadline Must be a team player who is passionate about their contribution towards delivering great work At Aletheia Digital, we know our first customer is YOU! That is why we provide benefits that go beyond your paycheck. Creating a work environment that helps you maximize your potential is our commitment to our team members. To that end, as a Software Engineer with Aletheia Digital, you can expect the following additional benefits with your employment: BENEFITS Health Insurance Dental Insurance Vision Insurance Paid Time Off 401(k) Life Insurance Disability Insurance Job Type: Full-time Benefits: 401(k) Dental insurance Health insurance Life insurance Paid time off Vision insurance Schedule: 8 hour shift Monday to Friday Work Location: In person Columbus, GA Job Type: Full-time Pay: $80,000.00 - $100,000.00 per year Benefits: 401(k) AD&D insurance Dental insurance Disability insurance Health insurance Life insurance Paid holidays Paid time off Vision insurance Schedule: 8 hour shift Monday to Friday Work Location: In person","https://www.indeed.com/rc/clk?jk=340c549baa17fdde&bb=3O82POBeUphUY5u-tecTQi_Go-lUbERhH_JPHKV7vyKxtrahIRFxqFB4lqIVxyMb0TUFP-PAzT_coCXy5dbpA-T1oJG3B_KA75uefr4NC9RvkPlV73L4kAmzi_QusAWSx7cAvX6Zwu_7o3Yq9TlvZA%3D%3D&xkcb=SoBm67M3uH6hX_XzUR0GbzkdCdPP&fccid=beaaaf311e6a010d&cmp=Aletheia-Digital&ti=Software+Engineer&vjs=3"
"","","","","The Work The Software Engineer is responsible for the design, development, testing, and management of application development projects in support of IT infrastructure. This includes programmatic integration of third-party components, introduction of new custom capabilities, modification of existing code, process improvement recommendations, and automation of operations and maintenance tasks. The Software Engineer develops and implements technical efforts to design, build, and deploy applications under the direction of lead architects, including large-scale data processing, computationally intensive statistical modeling, and advanced analytics. This role participates in all aspects of the software development life cycle for all solutions, including planning, requirements, development, testing, and quality assurance.  This position performs all duties and responsibilities in accordance with the Mission, Vision, and Core Values of Cayuse.  Key Responsibilities Design, develop, test, and manage application development projects in support of IT infrastructure. Integrate third-party components programmatically and introduce new custom capabilities. Modify existing code to enhance functionality and performance. Recommend process improvements and automate operations and maintenance tasks. Develop and implement technical efforts to design, build, and deploy applications under the direction of lead architects. Work on large-scale data processing, computationally intensive statistical modeling, and advanced analytics. Participate in all aspects of the software development life cycle, including planning, requirements, development, testing, and quality assurance. Conduct technical project milestone reviews, code architecture sessions, resource estimation, and development best practices knowledge transfer. Other duties as assigned.  Qualifications – Here’s What You Need Bachelor’s Degree Minimum of 3 years of experience. Proven experience in software development and application management. Strong knowledge of application design, development, testing, and management. Experience with programmatic integration of third-party components. Proficiency in modifying existing code and introducing new custom capabilities. Ability to recommend and implement process improvements and automation. Experience with Microsoft 365 Power Platform and SharePoint. Experience with large-scale data processing, statistical modeling, and advanced analytics. Strong understanding of the software development life cycle, including planning, requirements, development, testing, and quality assurance. Experience working under the direction of lead architects. Familiarity with technical project milestone reviews and code architecture sessions. Knowledge of resource estimation and development best practices. Ability to transfer knowledge and mentor team members. Active Top Secret with SCI eligibility Must be able to pass a background check. May require additional background checks as required by projects and/or clients at any time during employment. Minimum Skills Required: Excellent problem-solving and analytical skills. Strong communication and interpersonal skills. Ability to respond effectively to customers with a sense of urgency. Proficient in Microsoft and Adobe toolsets, including Excel, Word, PowerPoint, Acrobat, etc. Highly motivated with the ability to handle and manage multiple tasks at any one time. Ability to forge new relationships, individual and teaming in nature. Must be a Self-starter, that can work independently and as part of a team.  Our Commitment to you / overview of benefits Medical, Dental and Vision Insurance; Wellness Program Flexible Spending Accounts (Healthcare, Dependent Care, Commuter) Short-Term and Long-Term Disability options Basic Life and AD&D Insurance (Company Provided) Voluntary Life and AD&D options 401(k) Retirement Savings Plan with matching after one year Paid Time Off  Reports to: Program Manager  Working Conditions Professional office environment. Ability to work, M-F, between core hours of 6:00 AM and 6:00 PM ET. Must be physically and mentally able to perform duties extended periods of time. Ability to use a computer and other office productivity tools with sufficient speed to meet the demands of this position. Must be able to establish a productive and professional workspace. Must be able to sit for long periods of time looking at computer screen. May be asked to work a flexible schedule which may include holidays. May be asked to travel for business or professional development purposes. May be asked to work hours outside of normal business hours.  Other Duties: Please note this job description is not designed to cover or contain a comprehensive list of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice.  Cayuse is an Equal Opportunity Employer. All employment decisions are based on merit, qualifications, skills, and abilities. All qualified applicants will receive consideration for employment in accordance with any applicable federal, state, or local law.","https://www.indeed.com/rc/clk?jk=1e739142a580603d&bb=3O82POBeUphUY5u-tecTQtTNwz3ZxSAzimSrAZiYBZXv721mYh7ynMyOSZA-XCiuyUhzsTziF6Nf9IKRdNUy5EMQL-uZIuS1jwOoPwSqx7HltGFQCPSjojAgc5Qy6lsEDKbtskN0F1zqQvdT8qzQMQ%3D%3D&xkcb=SoD767M3uH6hX_XzUR0FbzkdCdPP&fccid=409827641b0598e0&vjs=3"
"","","","","About Suno Suno is a music company for the next generation of creators. Its AI-powered platform makes it easy for anyone to create original music. Built by musicians and engineers, Suno empowers users to turn ideas into fully produced tracks in minutes and unlocks a more rewarding music making experience full of endless new creative possibilities. Whether you're a first-time songwriter or a seasoned artist, Suno helps you make music that’s meaningful, personal, and uniquely yours. About the Role We're looking for talented software engineers to join our team. You'll collaborate with experienced engineers and contribute to key features of Suno's product while growing your technical expertise. Check out our Suno version of the job here! What You’ll Do Build Suno’s apps for creating, exploring, and listening to music Architect and build services to handle massive consumer traffic, data, and usage Design systems that are performant, scalable, and easy to observe What You’ll Need 3-5 years of backend or full-stack development experience Strong foundation in software engineering principles and practices Experience with web technologies and modern frameworks (Python, Django, React, or similar) Familiarity with databases and data storage solutions (Postgres, Redis) Strong problem-solving skills and attention to detail Ability to work effectively in a collaborative environment Interest in learning about distributed systems and scaling applications A love of music (listening, exploring, making) is a huge plus  Additional Notes: Applicants must be eligible to work in the US. Perks & Benefits for Full-Time Employees Generous Company Equity Package 401(k) with 3% Employer Match & Roth 401(k) Unlimited PTO & Sick Time Medical, Dental, & Vision Insurance (PPO w/ HSA & FSA options) Continued / Creative Education Stipend Generous Commuter Allowance Free In-Office Lunch Delivery (3 Days per Week) Compensation Range: $130K - $180K","https://www.indeed.com/rc/clk?jk=e4535383df252c6e&bb=xJSNonEDlWhDE74vpAeeHzBsgHyY36x3XGnQZ6kit_zTxOPhn3FBxzDskjcD3LCfXflBXM_cKcLgNbsyG6yiN8xHILgMAPesnAkaeXKyH3_UiP4Tzw8FLM7BXayNrHDJKbxh256Pf_HIBTYA8J72iA%3D%3D&xkcb=SoAu67M3uH66luwH3x0LbzkdCdPP&fccid=a166cd977763c895&vjs=3"
"","","","","Specification: Familiarity of Core Banking processes and Software RESTful services, Swagger, Json data interchange, and GIT. Strong technical analysis, design, and development skills Must be willing to work under deadlines and be detail oriented Ability to multitask and change direction in ever changing environment Familiarity with Golang is a must. Background in the payment industry is mandatory.","https://www.indeed.com/rc/clk?jk=2d2560c4d6d916d1&bb=xJSNonEDlWhDE74vpAeeH1P-fpscwI7fkfuxwd49GKfyrenzZgV-11PxAuWZnVbrtO924ELpbq--6fbCe0pKZUlGr_-8W7oXbD5scm2FP1qFYzfo3LwYQXjTPTkfX-g_i-l0adn_Nr3toH5fzAcNgg%3D%3D&xkcb=SoCa67M3uH66luwH3x0KbzkdCdPP&fccid=ebb2d60ed9b7d877&vjs=3"
"","","","","Job Title: Software Engineer (Mid-Level) Position Type: Full Time, Employee Location: Colorado Springs, CO (on-site) Education and Experience Requirements: Either: Undergraduate degree in Computer Science, Engineering, or a related field and a minimum of 5 years of relevant experience, OR Graduate degree in Computer Science, Engineering, or a related field and a minimum of 2 years of relevant Citizenship: United States citizenship is required. Security Clearance: An existing Top-Secret security clearance is a plus, but not required. All new hires will be subject to a government security investigation and must meet eligibility requirements for access to classified information. US citizenship is required for clearance. Job Description: ExoAnalytic Solutions is seeking a mid-level Software Engineer to join our growing team developing cutting-edge web and desktop applications used for 'serious game' purposes such as wargames, experiments, and simulations. These tools support multiple customers and programs across defense and national security domains. We are looking for developers with strong engineering fundamentals and experience in either full-stack web development or desktop engine development. Responsibilities: Evaluate customer requirements and design appropriate software solutions Develop and test application features, with supporting evaluation and documentation Contribute to game engine development across areas such as physics, simulation, and graphics Collaborate with a team of engineers and manage individual project priorities and deliverables Minimum Qualifications: Undergraduate or graduate degree in a technical field and relevant experience as outlined above Experience with one or more general purpose programming languages and tools, including but not limited to: Python, Cython, C++, GLSL, OpenGL, WebAssembly, Git, GitHub Strong software engineering skills, including task and time management Self-starter and independent thinker Demonstrated capability to contribute to complex, multi-disciplinary engineering tasks Experience applying various software engineering and project tools, including version control; CI/CD workflows; and issue-based development tasks Experience in at least one of the following areas: Game or simulation engine development Technical areas such as, sensors, spacecraft, orbital dynamics, wargaming, satellite operations, satellite communications, ISR Aircraft / navy domain expertise Computer graphics (OpenGL, DirectX, Vulkan) Model-Based Systems Engineering and Systems Modeling Language Working proficiency and communication skills in verbal and written English Eligibility to obtain an active Top-Secret clearance. Preferred Qualifications: Systems engineering experience, preferably with software development tasks Knowledge of or experience developing 3D graphics (WebGL/GLSL a plus) Experience with Docker and service-oriented architecture Experience building games or game engine architecture Familiarity with gaming, wargaming, or behavior modeling Experience working with the Department of Defense or Intelligence Community Experience performing technical analysis and presenting findings Willingness to travel or work at customer sites as needed Salary: $115,000 - $180,000 annually, based on experience Actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and years of experience. Company: ExoAnalytic Solutions is a technology and innovation leader providing world-class products and services to the US federal government and commercial customers worldwide. ExoAnalytic Solutions is an employee-owned company where a competitive salary is only one part of your total rewards package. This package encompasses a range of benefits, such as company-paid medical, vision, and dental coverage, access to a 401(k) Retirement Plan with a 6% contribution made by the company without requiring any match from the employee, and ample paid personal time off, including holidays. Our workforce is also provided with short and long-term disability insurance, life insurance, and various other discounts and perks. ExoAnalytic Solutions encourages a flexible schedule and allows employees to have structured freedom that allows employees to innovate. Apply today to join our team! ExoAnalytic Solutions also provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. Benefits: 401(k) AD&D insurance Adoption assistance Dental insurance Disability insurance Flexible spending account Health insurance Health savings account Life insurance Military leave Paid holidays Paid time off Partner benefits Snacks provided Vision insurance Compensation Package: Performance bonus Stock options Yearly pay Schedule: Monday to Friday Work Location: In person","https://www.indeed.com/rc/clk?jk=c9a90d685d82a480&bb=xJSNonEDlWhDE74vpAeeH2U0QN-iIDma_lMsMTmGXjInGlX5SfyHQtDgvfqf49VYhwnp9l9pBKFTMk-yMrIbWO_E0IorCvdwbMVyxj29qDNIKUXKwkj1EIM_wTvhADPBj2QimEv6hfKQw6xGH-NS_A%3D%3D&xkcb=SoAH67M3uH66luwH3x0JbzkdCdPP&fccid=cac5aa8c954f1246&vjs=3"
"","","","","Job Title: Software Engineer Position type: Full Time, Employee Location: Colorado Springs, CO (on-site) Education Requirements: BS in Computer Science¸ similar technical field of study, or equivalent practical experience Experience: 1-5 years’ software development experience in one or more general purpose programming languages Citizenship: United States citizenship required Security Clearance: An existing Top-Secret security clearance is a plus, but not required. All new hires will be subject to a government security investigation and must meet eligibility requirements for access to classified information. US citizenship is required for clearance. Job Description: ExoAnalytic Solutions develops and uses a variety of modeling and simulation tools for engineering, engagement, mission and campaign-level analysis of defense and space systems. We are a recognized modeling and simulation leader with deep domain expertise and experience applying our software tools on studies and problems of national importance. ExoAnalytic Solutions is currently looking for a software engineer to join a team developing a modern modeling, simulation, and analysis software framework used to simulate the motion and interaction of satellites with other satellites and ground systems. We are specifically looking for those interested in improving the simulation, user interface, and 3D visualization capabilities. Responsibilities: Design, develop, test, deploy, maintain, and improve software. Manage individual project priorities, deadlines, and deliverables. Work on a team with other engineers. Minimum Qualifications: Experience using software version control systems. Experience working with two or more from the following: computer graphics, 3d visualization, simulations, game engines, game development, user interfaces, systems modeling, behavior modeling, state machines, analysis, space systems, control theory, orbital dynamics, and/or model-based systems engineering. Eligibility to obtain an active Top-Secret clearance. Working proficiency and communication skills in verbal and written English. Preferred Qualifications: Experience with one or more general purpose programming languages including but not limited to: Python, Cython, C/C++, shader programming languages (GLSL). Experience developing simulation systems, games visualizations, or computer graphics applications. Experience with Unity3D, other game engine technologies, OpenGL, WebGL, DirectX. Interest and ability to learn about space, space systems, and related technologies. Salary: $85,000 - $110,000 annually. Actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and years of experience. Company: ExoAnalytic Solutions is a technology and innovation leader providing world-class products and services to the US federal government and commercial customers worldwide. ExoAnalytic Solutions is an employee-owned company where a competitive salary is only one part of your total rewards package. This package encompasses a range of benefits, such as company-paid medical, vision, and dental coverage, access to a 401(k) Retirement Plan with a 6% contribution made by the company without requiring any match from the employee, and ample paid personal time off, including holidays. Our workforce is also provided with short and long-term disability insurance, life insurance, and various other discounts and perks. ExoAnalytic Solutions encourages a flexible schedule and allows employees to have structured freedom that allows employees to innovate. Apply today to join our team! ExoAnalytic Solutions also provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. Benefits: 401(k) AD&D insurance Adoption assistance Dental insurance Disability insurance Employee assistance program Flexible spending account Health insurance Health savings account Life insurance Military leave Paid holidays Paid time off Partner benefits Snacks provided Vision insurance Compensation Package: Performance bonus Stock options Yearly pay Schedule: Monday to Friday Work Location: In person","https://www.indeed.com/rc/clk?jk=23a013baf6d162f3&bb=xJSNonEDlWhDE74vpAeeH26zLPSolh3Z9DnjY55Rz5jkQ4mhp-EK-4MJzkWxL2XEVqnziukzCzEZQSzEos-LMpndKYggOJ--Mnvdhl940jNfLey-kT9ByLVD0pjxgp4p1f1akR2AOWxIGYoK3SK9GA%3D%3D&xkcb=SoCz67M3uH66luwH3x0IbzkdCdPP&fccid=cac5aa8c954f1246&vjs=3"
"","","","","Job Overview We are seeking a talented and motivated LOCAL Software Developer to join our dynamic team. The ideal candidate will have a strong background in software development and a passion for creating innovative solutions. You will be responsible for designing, developing, and maintaining software applications while collaborating with cross-functional teams to deliver high-quality products. This role requires proficiency in various programming languages and frameworks, as well as a solid understanding of IT infrastructure. Responsibilities Develop quality software and web applications Analyze and maintain existing software applications Design highly scalable, testable code Discover and fix programming bugs Preferred Skill List: · Vue3, Typescript · Go, Python · Postgres · General IAC tools · AWS · Git Applicable: · React, Angular, Svelte · Ruby, Javascript, Java, C# · MySQL, Sqlite, SQL Server · Terraform, other IaC tools · Azure, GCP Qualifications Bachelor's degree or equivalent experience in Computer Science or related field 3 - 5 years development experience with programming languages Working knowledge of SQL or relational databases Currently reside within a reasonable commute of Birmingham, AL Job Type: Full-time Benefits: AD&D insurance Bereavement leave Dental insurance Disability insurance Health insurance Life insurance Paid holidays Paid time off Vision insurance Compensation Package: Performance bonus Schedule: Monday to Friday Work Location: In person","https://www.indeed.com/rc/clk?jk=88149deac4c4d168&bb=xJSNonEDlWhDE74vpAeeH2CepiaoyOidABEwWEWw-iDkpvnfO8WPC7xyn6N4zxCegVn_fX1ShN54WYlFTe3N37kFYxV9HaGQMzTNJ29xlB0uTJh7o25MHSG5hqm2hTI-UQLQERu-tBCr8oXqLumTcA%3D%3D&xkcb=SoA967M3uH66luwH3x0PbzkdCdPP&fccid=ddd815b6536d544e&cmp=Syntropy-Group&ti=Software+Engineer&vjs=3"
"","","","","Experience: 3+ Years, (Post: 2) Sr Software Developer North Attleborough, MA  Nextbits Inc is recruiting Software Developer to join our fast growing development team. We are looking for dynamic individuals who want to be part of a successful young team with an enviable track record in web technologies. The successful applicants will have the opportunity to make a significant contribution to our continued growth, and to influence the future direction of our web technologies projects. Candidate must be proficient with HTML, CSS, JavaScript, PHP. Should be able to work in a team, able to analyze client requirement and develop a development approach and testing approach and coordinate with team members to achieve business needs.Education: Bachelor degree in Computer Science or Computer Engineering or Computer Information Systems or Software Engineering or a similar degree.","https://www.indeed.com/rc/clk?jk=3cdeacd3e86d75a1&bb=xJSNonEDlWhDE74vpAeeH6KHy4So9_BRz3pRU46x-SvLqrZtlR2og9HHZeB6M2-NEgm7Ukp-NWnRhkxPl9LzuQDeTNSyoh_PCHOH5j2dyyDN1bLla5GVJwige1mCkIEW27ZYwyXMpELVcFjUBaSD0g%3D%3D&xkcb=SoCJ67M3uH66luwH3x0ObzkdCdPP&fccid=7a3288963c5553b8&vjs=3"
"","","","","VIKTech is seeking a talented software development engineer to design and build customer facing cross-domain cloud services. The Cross Domain Services team provides solutions for customers to move data between AWS regions and accounts with differing security requirements.  As a Software Development Engineer on the Cross Domain Services team, you will:  Build new capabilities to help customers securely exchange data. Interact directly with AWS customers to understand how to best meet their needs. Directly contribute to designing and building cutting-edge distributed systems with visible impact on the efficiency and effectiveness of our customers. Be part of a world-class team in a fast-paced environment that has the entrepreneurial feel of a start-up. Be surrounded by people who are passionate about cloud computing and believe that world class service is critical to customer success. This position requires that the candidate selected be a US Citizen. The candidate selected must obtain and maintain a security clearance at the TS/SCI with polygraph level.  We are open to hiring candidates to work out of the following locations:  Columbia, MD, USA","https://www.indeed.com/rc/clk?jk=9fd8a3d99a626a9c&bb=xJSNonEDlWhDE74vpAeeH0duFX6Ig_KaYOTHhwnfFuYcw-XHG0Kk0LRvzrBtl0yCIS64FnOudWu-8nDG5uUfN_ht6NXBLDN_Z8r8qGRDXkM5FSLuDbQ6WwJ5XmoZJs9qq_0JS5CwuSWa0uA0PtZ3BA%3D%3D&xkcb=SoAU67M3uH66luwH3x0NbzkdCdPP&fccid=e752d81fbc4f0ea0&vjs=3"
"","","","","About Nudge Nudge’s goal is to help the brain work better by creating a generalized product that can precisely stimulate and image the brain, entirely non-invasively. We aim to achieve this by developing cutting-edge ultrasound technology to treat neurological and psychiatric disorders, like addiction, and eventually, creating a mainstream consumer device that can modulate mood, focus, sleep, and more. To realize those ambitions, we’re growing a scrappy, multidisciplinary, science and engineering team focused on making the best technology possible for interfacing with the whole brain, and a product that has the potential to improve people’s daily lives more than any other. About the team The engineering team at Nudge works at the intersection of neuroscience, software, machine learning, firmware, electrical engineering, mechanical engineering, and acoustics. Our team includes engineers who have led development of the surgical robot at Neuralink, built augmented-reality hardware at Apple, and designed parts on SpaceX Starlink satellites. We are scrappy, hands-on, and welcome exceptional individuals who are passionate about their craft and energized by working on impactful, technical challenges. About the role We’re hiring software engineers who can own significant parts of our software stack and impact a wide range of verticals. You’ll work on software that interacts with every part of Nudge and our product, from device-specific software to simulation, infrastructure, and patient-facing portals. About you 3+ years of experience You love and obsess about software You enjoy shipping things that people use You enjoy helping other teams and people move faster Compensation Range $140,000 - $280,000/year + equity While this represents our expected range based on market data, final compensation will be determined based on your specific qualifications and may be outside this range.","https://www.indeed.com/rc/clk?jk=9172fb696cec4ac7&bb=xJSNonEDlWhDE74vpAeeH-3xG8x3D3RUKTCSrXJiBXEIDxrMhLehpCqKES27PcT4axtlYwKrsDCB0RGfDruKAr8AOSK7Xtkr_kOiqZWtjtqGZ0ZEeCsplYfgnxnoqTjhT-vU0CDhgzNqYjqmFl1TNg%3D%3D&xkcb=SoCg67M3uH66luwH3x0MbzkdCdPP&fccid=21cf331e036aba44&vjs=3"
"","","","","Company Overview Peerless Technologies Corporation, established in 2000, specializes in providing cutting-edge electronic warfare and cyber systems engineering services. We cater to a diverse clientele including NASA and various federal agencies, delivering innovative solutions from research and development to technology implementation. Peerless Technologies is searching for Software developers to support the development of modeling and simulation software. Possess expert level knowledge in one or more area of computing such as computing, database, numerical, security theory and analysis and advanced computing hardware development, primarily in a Microsoft Windows environment. The programmer will design, code, test, debug, and document programs based on customer requirements and must be competent to work at the highest technical level of all phases of applications systems programming activities. May be responsible for completion of all phases of a project. Activities may include configuration management, white/black box testing, peer code review, static code analysis, build/release management, automated testing, integration testing, performance/stress testing, and requirement verification. REQUIREMENTS Applicant must have a Secret Clearance or Top Secret Clearance Microsoft Development Suite (Visual Studio) using C++, C#, or Fortran (77 and 90) BS/BA in Engineer/IT/Computer Science 5 years of experience minimum Attention to detail and strong documentation skills a must Experience may be substituted for education for the right candidate Strong git experience in a multi-developer environment Task/bug management in a DevOps workflow toolset (e.g., Azure DevOps, gitlab, bitbucket) Experience writing units tests in a modern framework like googletest, nunit, bunit, etc NICE TO HAVES: Experience with using T-SQL, Blazor, Radzen, Python, R Experience with software testing and deployment in server-based environments Experience creating/managing Azure DevOps queries, pipelines, and/or deployments Experience with RedGate, SQL Server Management Studio, Selenium Experience with build platforms like msbuild and/or cmake Experience providing guidance and training to other programmers Job Type: Full-time Pay: $100,000.00 - $135,000.00 per year Benefits: 401(k) 401(k) matching Bereavement leave Dental insurance Flexible spending account Health insurance Health savings account Life insurance Military leave On-the-job training Paid holidays Paid time off Paid training Parental leave Prescription drug insurance Relocation assistance Vision insurance Wellness program Schedule: 8 hour shift Work Location: In person","https://www.indeed.com/rc/clk?jk=0e6b5ae250bd41af&bb=xJSNonEDlWhDE74vpAeeH6RNHr4D8MyFcZWBo3iWg4FHTnyE_FJf_FxLxFhPKZRb5xlQugJ8L6gXTRWUOxQ40ENIjzRJsOZur1BjsOzPp8j-EFAAw_E9R2xYKO4iAPUISqIbGwAr5tmdRXm3XL6Ztw%3D%3D&xkcb=SoBJ67M3uH66luwH3x0DbzkdCdPP&fccid=4dda58c22b143101&cmp=Peerless-Technologies-Corporation&ti=Software+Engineer&vjs=3"
"","","","","Position Title: Software Engineer Location: Aurora, CO or Columbia, MD Clearance Required: TS/SCI with Full-Scope Polygraph (Ft. Meade, MD Customer) Sign-On Bonus Eligible: $5000.00 Lead the Development of Complex Software Systems as a Software Engineer! DeNOVO Solutions is seeking a talented Software Engineer to work on diverse and complex software systems, from processing-intensive analytics and algorithm development to real-time systems and business management information systems. You’ll have the opportunity to collaborate within a team or individually, providing critical input into system design, software development, and software integration. If you thrive on solving complex problems and driving innovation in software engineering, this is the perfect opportunity for you! A Day in the Life: Analyze & Design: Analyze user requirements to derive software design and performance specifications, ensuring systems meet operational needs. Debug & Improve: Debug existing software, identifying and correcting defects to ensure high software quality and performance. Develop & Code: Design and code new software, or modify existing software to add new features or improve performance. Integrate & Test: Integrate existing software into new or modified systems, and develop and execute test procedures to ensure software components meet performance standards. Lead & Manage Teams: Serve as a team lead, managing one or more software development teams and ensuring projects are completed on time and within constraints. Implement Complex Solutions: Develop and implement complex algorithms and database interfaces, ensuring system performance standards are met. Collaborate with Engineers: Work closely with system engineers and hardware engineers to derive software requirements and ensure system performance capabilities. What You Bring to the Table: 7 years of experience as a Software Engineer (SWE) in programs and contracts of similar scope, type, and complexity. Proven expertise in developing software for processing-intensive analytics, real-time systems, and business management information systems. Strong experience in developing and implementing complex algorithms with strict timing, resource, and interface constraints. Ability to lead software development teams, ensuring alignment with software development processes. Experience with software system installation, monitoring, and performance testing. Bachelor’s degree in Computer Science or a related discipline from an accredited institution (Four additional years of SWE experience may be substituted for a Bachelor's degree). Security Clearance: This position requires an active TS/SCI clearance with Full-Scope Polygraph. Salary Range: $110,000.00 - $130,000.00 (Commensurate with experience) Note: The above salary range is a guideline and represents a broad spectrum of potential compensation. We recognize that a candidate's unique experience and qualifications may justify compensation beyond this range. Therefore, we remain open to considering higher salary offers for exceptionally qualified candidates. Why Join DeNOVO Solutions? At DeNOVO Solutions, we prioritize fostering a competitive edge for our clients while encouraging a culture of collaboration. As a Minority-Owned and Service-Disabled Veteran-Owned Small Business (MO/SDVOSB), we are committed to the success of our team and our clients. We offer a comprehensive benefits package that ensures you have the support you need to succeed: 100% employer-paid medical, dental, and vision premiums for you and your dependents. Paid access to Teladoc Health services for virtual urgent care and primary care needs. 401k with 6% matching and annual profit-sharing contributions. Funded Health Reimbursement Account (HRA) for copays, drug costs, and more. Life Insurance, Short-Term and Long-Term Disability coverage. 120 hours of Paid-Time-Off (PTO), plus 11 paid Federal holidays. Paid Military Leave for reservists. Paid Parental Leave, Bereavement Leave, and Mental Health Leave. Ongoing skill development and certification support to keep you at the forefront of your field.","https://www.indeed.com/rc/clk?jk=af74fda6cf8a6987&bb=xJSNonEDlWhDE74vpAeeH1_KF8lhmFBiwK6YiFFLqGd44FbN_0boDXpXpleadDXdYbH6dqMANfEVjympau7ZIjc6T4xK9PxP9mnKQFXHuZPaBg7VlVnnzcbZVE9R-i-Mr7x0hKwTGNEzva92KoLRcw%3D%3D&xkcb=SoD967M3uH66luwH3x0CbzkdCdPP&fccid=96942ed677b3bc2a&vjs=3"
